8816,19,1435,12893,45199,97838,166798,243603,320048,388726,443369,474375,483980,480144,473309,467362,460455,458843,457229,459012,461408,465047,469086,472389,471533,467672,462075,450703,437457,423761,405419,387573,370503,356059,343146,332215,323442,318337,314585,312269,312034,312733,314960,315669,314915,313434,311358,304886,295368,285535,273949,258008,241714,223264,204416,184474,166676,147862,128114,111690,95501,80937,67461,55964,45648,36589,28645,22638,17639,13352,9959,7649,5520,4014,2806,2116,1496,1086,773,581,427,297,225,173,112,80,54,44,33,15,11,3,3,1,3,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,24,54,162,337,703,1161,1731,2672,4210,6863,11298,17382,25514,37385,51278,69336,92478,120859,154016,192032,236208,284875,333575,386652,448129,513371,578050,635280,696553,759847,814502,854606,870895,863439,843639,825773,811751,793407,761087,720966,676743,628795,579413,522350,473558,421351,367514,320059,274899,229580,192807,164555,141182,113531,87014,67228,56992,47204,38922,31599,23796,16619,12051,11015,9751,7148,5682,3948,2107,1159,722,486,445,431,382,377,286,205,144,65,41,16,4
