4090,2,2,0,4,7,23,1,2,1
0,4657,9,3,4,0,3,5,1,2
53,120,3824,23,7,5,11,105,17,12
7,43,24,4122,2,52,5,39,28,29
4,73,0,0,3837,0,17,7,1,133
16,33,0,89,7,3550,50,5,8,37
49,19,0,0,9,22,4036,0,2,0
4,107,9,0,12,0,1,4205,1,62
19,107,10,119,22,102,27,22,3557,78
23,34,4,50,54,8,2,94,8,3911
